CompanyName,Region,Location,Commodity,MiningAsset,LifecyclePhase,Temperature,Month,target
1,1,1,1,1,2,37.88,7,22.5
1,1,1,1,1,2,37.86,6,21
1,1,1,1,1,2,37.85,5,21
1,1,1,1,1,2,37.85,4,20
1,1,1,1,1,2,37.85,3,19.1
1,1,1,1,1,2,37.85,2,19.1
1,1,1,1,1,2,37.84,1,19.1
1,1,1,1,1,2,37.84,12,19.3
1,1,1,1,1,2,37.84,11,19
1,1,1,1,1,2,37.84,10,22.5
1,1,1,1,1,2,37.85,9,20.2
1,1,1,1,1,2,37.85,8,21
1,1,1,1,1,2,37.85,7,21
1,1,1,1,1,2,37.84,6,19.3
1,1,1,1,1,2,37.85,5,19
1,1,1,1,1,2,37.85,4,17.6
1,1,1,1,1,2,37.85,3,18.7
1,1,1,1,1,2,37.85,2,18
1,1,1,1,1,2,37.84,1,19
1,1,1,1,1,2,37.84,12,19.6
1,1,1,1,1,2,37.85,11,19.6
1,1,1,1,1,2,37.85,10,19.6
1,1,1,1,1,2,37.84,9,19.6
1,1,1,1,1,2,37.84,8,20
1,1,1,1,1,2,37.84,7,21
1,1,1,1,1,2,37.85,6,22.2
1,1,1,1,1,2,37.85,5,26
1,1,1,1,1,2,37.85,4,25
1,1,1,1,1,2,37.84,3,25
1,1,1,1,1,2,37.84,2,24
1,1,1,1,1,2,37.84,1,24
1,1,1,1,1,2,37.84,12,19.3
1,1,1,1,1,2,37.84,11,19
1,1,1,1,1,2,37.83,10,22.5
1,1,1,1,1,2,37.83,9,20.2
1,1,1,1,1,2,37.83,8,20
1,1,1,1,1,2,37.83,7,20
1,1,1,1,1,2,37.83,6,19.3
1,1,1,1,1,2,37.83,5,19
1,1,1,1,1,2,37.83,4,17.6
1,1,1,1,1,2,37.83,3,18.7
1,1,1,1,1,2,37.83,2,18
1,1,1,1,1,2,37.84,1,19
1,1,1,1,1,2,37.84,12,19.3
1,1,1,1,1,2,37.83,11,19
1,1,1,1,1,2,37.83,10,22.5
1,1,1,1,1,2,37.83,9,20.2
1,1,1,1,1,2,37.82,8,21
1,1,1,1,1,2,37.82,7,21
1,1,1,1,1,2,37.82,6,19.3
1,1,1,1,1,2,37.82,5,23.3
1,1,1,1,1,2,37.82,4,23.3
1,1,1,1,1,2,37.82,3,25
1,1,1,1,1,2,37.82,2,25
1,1,1,1,1,2,37.82,1,25
2,2,2,2,2,2,37.82,7,37
2,2,2,2,2,2,37.82,6,34
2,2,2,2,2,2,37.82,5,34
2,2,2,2,2,2,37.82,4,32
2,2,2,2,2,2,37.82,3,33.3
2,2,2,2,2,2,37.83,2,33.3
2,2,2,2,2,2,37.82,1,35
2,2,2,2,2,2,37.81,12,35
2,2,2,2,2,2,37.81,11,35
2,2,2,2,2,2,37.81,10,21
2,2,2,2,2,2,37.81,9,21
2,2,2,2,2,2,37.81,8,21
2,2,2,2,2,2,37.8,7,29
2,2,2,2,2,2,37.81,6,29
2,2,2,2,2,2,37.81,5,29
2,2,2,2,2,2,37.81,4,25
2,2,2,2,2,2,37.81,3,25
2,2,2,2,2,2,37.81,2,25
2,2,2,2,2,2,37.81,1,25
2,2,2,2,2,2,37.81,12,25
2,2,2,2,2,2,37.81,11,30
2,2,2,2,2,2,37.81,10,30
2,2,2,2,2,2,37.81,9,30
2,2,2,2,2,2,37.81,8,30
2,2,2,2,2,2,37.8,7,29
2,2,2,2,2,2,37.81,6,29
2,2,2,2,2,2,37.81,5,29
2,2,2,2,2,2,37.81,4,33
2,2,2,2,2,2,37.81,3,33
2,2,2,2,2,2,37.81,2,31.3
2,2,2,2,2,2,37.81,1,31.3
2,2,2,2,2,2,37.81,12,24
2,2,2,2,2,2,37.81,11,24
2,2,2,2,2,2,37.8,10,21
2,2,2,2,2,2,37.8,9,21
2,2,2,2,2,2,37.8,8,22
2,2,2,2,2,2,37.8,7,28
2,2,2,2,2,2,37.8,6,29
2,2,2,2,2,2,37.79,5,29
2,2,2,2,2,2,37.8,4,25
2,2,2,2,2,2,37.8,3,24
2,2,2,2,2,2,37.82,2,24
2,2,2,2,2,2,37.81,1,24
2,2,2,2,2,2,37.82,12,28.9
2,2,2,2,2,2,37.82,11,28.9
2,2,2,2,2,2,37.81,10,28.9
2,2,2,2,2,2,37.81,9,27.7
2,2,2,2,2,2,37.81,8,24.5
2,2,2,2,2,2,37.81,7,26.7
2,2,2,2,2,2,37.81,6,28.9
2,2,2,2,2,2,37.82,5,29
2,2,2,2,2,2,37.81,4,30
2,2,2,2,2,2,37.81,3,30
2,2,2,2,2,2,37.82,2,30
2,2,2,2,2,2,37.82,1,30
2,2,3,2,3,2,37.82,7,25
2,2,3,2,3,2,37.82,6,25
2,2,3,2,3,2,37.82,5,22.7
2,2,3,2,3,2,37.83,5,22.7
2,2,3,2,3,2,37.83,5,23
2,2,3,2,3,2,37.83,5,23
2,2,3,2,3,2,37.83,5,23
2,2,3,2,3,2,37.83,12,22
2,2,3,2,3,2,37.84,11,25
2,2,3,2,3,2,37.84,10,28
2,2,3,2,3,2,37.83,9,20
2,2,3,2,3,2,37.85,8,22
2,2,3,2,3,2,37.85,7,28
2,2,3,2,3,2,37.84,6,25
2,2,3,2,3,2,37.85,5,22
2,2,3,2,3,2,37.85,4,20
2,2,3,2,3,2,37.84,3,20
2,2,3,2,3,2,37.84,2,20
2,2,3,2,3,2,37.83,1,21
2,2,3,2,3,2,37.84,12,25
2,2,3,2,3,2,37.84,11,25
2,2,3,2,3,2,37.84,10,25
2,2,3,2,3,2,37.84,9,24.3
2,2,3,2,3,2,37.83,8,24.3
2,2,3,2,3,2,37.83,7,24.3
2,2,3,2,3,2,37.83,6,22.1
2,2,3,2,3,2,37.83,5,22.1
2,2,3,2,3,2,37.82,4,23.2
2,2,3,2,3,2,37.82,3,21.9
2,2,3,2,3,2,37.82,2,22
2,2,3,2,3,2,37.81,1,22
2,2,3,2,3,2,37.82,5,22.5
2,2,3,2,3,2,37.81,5,24
2,2,3,2,3,2,37.8,5,22.4
2,2,3,2,3,2,37.8,5,20
2,2,3,2,3,2,37.81,5,23.5
2,2,3,2,3,2,37.81,5,23.2
2,2,3,2,3,2,37.8,5,25
2,2,3,2,3,2,37.8,5,22
2,2,3,2,3,2,37.8,5,20
2,2,3,2,3,2,37.81,5,20
2,2,3,2,3,2,37.81,5,20
2,2,3,2,3,2,37.8,5,21
2,2,3,2,3,2,37.81,5,25
2,2,3,2,3,2,37.81,5,25
2,2,3,2,3,2,37.81,5,25
2,2,3,2,3,2,37.81,5,24.3
2,2,3,2,3,2,37.81,5,24.3
2,2,3,2,3,2,37.81,5,24.3
2,2,3,2,3,2,37.81,5,22.1
2,2,3,2,3,2,37.8,5,22.1
2,2,3,2,3,2,37.8,5,23.2
2,2,3,2,3,2,37.81,5,25
2,2,3,2,3,2,37.81,5,25
2,2,3,2,3,2,37.8,5,25
3,3,4,3,4,1,37.8,7,15.6
3,3,4,3,4,1,37.8,6,15
3,3,4,3,4,1,37.8,5,14.1
3,3,4,3,4,1,37.79,4,14
3,3,4,3,4,1,37.79,3,14
3,3,4,3,4,1,37.79,2,14
3,3,4,3,4,1,37.79,1,14
3,3,4,3,4,1,37.8,12,13.3
3,3,4,3,4,1,37.8,11,13.3
3,3,4,3,4,1,37.8,10,13.3
3,3,4,3,4,1,37.8,9,15
3,3,4,3,4,1,37.8,8,15
3,3,4,3,4,1,37.8,7,15
3,3,4,3,4,1,37.8,6,15
3,3,4,3,4,1,37.8,5,15
3,3,4,3,4,1,37.8,4,13.9
3,3,4,3,4,1,37.8,3,14
3,3,4,3,4,1,37.8,2,14
3,3,4,3,4,1,37.8,1,15.7
3,3,4,3,4,1,37.8,12,12
3,3,4,3,4,1,37.79,11,13.4
3,3,4,3,4,1,37.79,10,14.3
3,3,4,3,4,1,37.79,9,14.3
3,3,4,3,4,1,37.79,8,13.3
3,3,4,3,4,1,37.79,7,13.3
3,3,4,3,4,1,37.79,6,15.6
3,3,4,3,4,1,37.79,5,14.3
3,3,4,3,4,1,37.79,4,12.2
3,3,4,3,4,1,37.79,3,12.2
3,3,4,3,4,1,37.79,2,13
3,3,4,3,4,1,37.8,1,13
3,3,4,3,4,1,37.77,12,13
3,3,4,3,4,1,37.77,11,12
3,3,4,3,4,1,37.77,10,13
3,3,4,3,4,1,37.78,9,14
3,3,4,3,4,1,37.78,8,15
3,3,4,3,4,1,37.78,7,15
3,4,5,4,5,3,37.78,7,4.3
3,4,5,4,5,3,37.78,6,3.2
3,4,5,4,5,3,37.78,5,3.3
3,4,5,4,5,3,37.79,4,3.8
3,4,5,4,5,3,37.79,3,4
3,4,5,4,5,3,37.79,2,4
3,4,5,4,5,3,37.79,1,5
3,4,5,4,5,3,37.79,12,5
3,4,5,4,5,3,37.79,11,3.3
3,4,5,4,5,3,37.79,10,2
3,4,5,4,5,3,37.79,9,4.3
3,4,5,4,5,3,37.79,8,3.2
3,4,5,4,5,3,37.79,7,3.3
3,4,5,4,5,3,37.79,6,3.8
3,4,5,4,5,3,37.79,5,3.3
3,4,5,4,5,3,37.79,4,2.2
3,4,5,4,5,3,37.79,3,2.2
3,4,5,4,5,3,37.79,2,2.2
3,4,5,4,5,3,37.8,1,2.2
3,4,5,4,5,3,37.8,12,5
3,4,5,4,5,3,37.8,11,5
3,4,5,4,5,3,37.8,10,4.9
3,4,5,4,5,3,37.8,9,4.9
3,4,5,4,5,3,37.8,8,4.9
3,4,5,4,5,3,37.8,7,4.9
3,4,5,4,5,3,37.8,6,4.8
3,4,5,4,5,3,37.8,5,4.8
3,4,5,4,5,3,37.79,4,4.8
3,4,5,4,5,3,37.79,3,4.8
3,4,5,4,5,3,37.8,2,5
3,4,5,4,5,3,37.8,1,5
3,4,5,4,5,3,37.79,12,3.5
3,4,5,4,5,3,37.79,11,3.3
3,4,5,4,5,3,37.79,10,2
3,4,5,4,5,3,37.79,9,5
3,4,5,4,5,3,37.79,8,3.2
3,4,5,4,5,3,37.79,7,2.2
3,4,5,4,5,3,37.79,6,3.8
3,4,5,4,5,3,37.78,5,2.2
3,4,5,4,5,3,37.78,4,1.8
3,4,5,4,5,3,37.78,3,1.8
3,4,5,4,5,3,37.78,2,1.8
3,4,5,4,5,3,37.78,1,1.8
3,4,5,4,5,3,37.78,12,5
3,4,5,4,5,3,37.78,11,5
3,4,5,4,5,3,37.77,10,5.4
3,4,5,4,5,3,37.78,9,5.4
3,4,5,4,5,3,37.78,8,5.4
3,4,5,4,5,3,37.78,7,5.4
3,4,5,4,5,3,37.76,6,5.5
3,4,5,4,5,3,37.77,5,5.5
3,4,5,4,5,3,37.77,4,5.5
3,4,5,4,5,3,37.77,3,5.5
3,4,5,4,5,3,37.77,2,5.9
3,4,5,4,5,3,37.77,1,5.5
3,4,6,5,6,2,37.77,7,16
3,4,6,5,6,2,37.77,6,16
3,4,6,5,6,2,37.77,5,16
3,4,6,5,6,2,37.78,4,16
3,4,6,5,6,2,37.78,3,16
3,4,6,5,6,2,37.78,2,16
3,4,6,5,6,2,37.77,1,Yes
3,4,6,5,6,2,37.78,12,16
3,4,6,5,6,2,37.78,11,16
3,4,6,5,6,2,37.77,10,21
3,4,6,5,6,2,37.77,9,21
3,4,6,5,6,2,37.78,8,21
3,4,6,5,6,2,37.78,7,21
3,4,6,5,6,2,37.78,6,21
3,4,6,5,6,2,37.78,5,20
3,4,6,5,6,2,37.78,4,20
3,4,6,5,6,2,37.78,3,20
3,4,6,5,6,2,37.79,2,20
3,4,6,5,6,2,37.79,1,20
3,4,6,5,6,2,37.79,12,19.4
3,4,6,5,6,2,37.79,11,20
3,4,6,5,6,2,37.79,10,19
3,4,6,5,6,2,37.81,9,20
3,4,6,5,6,2,37.8,8,20.2
3,4,6,5,6,2,37.8,7,20.2
3,4,6,5,6,2,37.77,6,21
3,4,6,5,6,2,37.79,5,21
3,4,6,5,6,2,37.78,4,21
3,4,6,5,6,2,37.77,3,21
3,4,6,5,6,2,37.78,2,21
3,4,6,5,6,2,37.78,1,21
3,4,6,5,6,2,37.78,12,16
3,4,6,5,6,2,37.78,11,16
3,4,6,5,6,2,37.77,10,21
3,4,6,5,6,2,37.77,9,21
3,4,6,5,6,2,37.77,8,21
3,4,6,5,6,2,37.77,7,21
3,4,6,5,6,2,37.77,6,21
3,4,6,5,6,2,37.77,5,20
3,4,6,5,6,2,37.76,4,20
3,4,6,5,6,2,37.76,3,20
3,4,6,5,6,2,37.76,2,20
3,4,6,5,6,2,37.76,1,20
3,4,6,5,6,2,37.76,12,21
3,4,6,5,6,2,37.76,11,23
3,4,6,5,6,2,37.76,10,23
3,4,6,5,6,2,37.77,9,23
3,4,6,5,6,2,37.77,8,23
3,4,6,5,6,2,37.76,7,23
3,4,6,5,6,2,37.76,6,25
3,4,6,5,6,2,37.77,5,25
3,4,6,5,6,2,37.77,4,25
3,4,6,5,6,2,37.77,3,25
3,4,6,5,6,2,37.76,2,25
3,4,6,5,6,2,37.76,1,25
4,5,7,6,7,2,37.77,7,28
4,5,7,6,7,2,37.77,6,28
4,5,7,6,7,2,37.76,5,28
4,5,7,6,7,2,37.76,4,27.7
4,5,7,6,7,2,37.75,3,26
4,5,7,6,7,2,37.76,2,26
4,5,7,6,7,2,37.76,1,26
4,5,7,6,7,2,37.75,12,28
4,5,7,6,7,2,37.75,11,30
4,5,7,6,7,2,37.76,10,27
4,5,7,6,7,2,37.74,9,20
4,5,7,6,7,2,37.74,8,22
4,5,7,6,7,2,37.73,7,24
4,5,7,6,7,2,37.74,6,21
4,5,7,6,7,2,37.73,5,20
4,5,7,6,7,2,37.73,4,19
4,5,7,6,7,2,37.73,3,23
4,5,7,6,7,2,37.73,2,22
4,5,7,6,7,2,37.73,1,21
4,5,7,6,7,2,37.74,12,28
4,5,7,6,7,2,37.74,11,27
4,5,7,6,7,2,37.74,10,26
4,5,7,6,7,2,37.73,9,25
4,5,7,6,7,2,37.74,8,28
4,5,7,6,7,2,37.74,7,28
4,5,7,6,7,2,37.74,6,28
4,5,7,6,7,2,37.74,5,24.7
4,5,7,6,7,2,37.75,4,24.7
4,5,7,6,7,2,37.75,3,24.7
4,5,7,6,7,2,37.75,2,24.7
4,5,7,6,7,2,37.75,1,23.3
4,5,7,6,7,2,37.75,12,23.3
4,5,7,6,7,2,37.75,11,24.3
4,5,7,6,7,2,37.75,10,24.3
4,5,7,6,7,2,37.76,9,21
4,5,7,6,7,2,37.75,8,22.3
4,5,7,6,7,2,37.75,7,24.1
4,5,7,6,7,2,37.75,6,22.2
4,5,7,6,7,2,37.75,5,20
4,5,7,6,7,2,37.76,4,18.4
4,5,7,6,7,2,37.75,3,19.2
4,5,7,6,7,2,37.75,2,20
4,5,7,6,7,2,37.76,1,21
4,5,7,6,7,2,37.76,12,27.3
4,5,7,6,7,2,37.76,11,27.3
4,5,7,6,7,2,37.76,10,26
4,5,7,6,7,2,37.77,9,25
4,5,7,6,7,2,37.76,8,27.3
4,5,7,6,7,2,37.76,7,27.3
4,5,7,6,7,2,37.75,6,27.3
4,5,7,6,7,2,37.75,5,25
4,5,7,6,7,2,37.75,4,25
4,5,7,6,7,2,37.75,3,25
4,5,7,6,7,2,37.75,2,25
4,5,7,6,7,2,37.75,1,25
4,5,8,6,8,2,37.74,7,20
4,5,8,6,8,2,37.75,6,20
4,5,8,6,8,2,37.75,5,20
4,5,8,6,8,2,37.75,4,20
4,5,8,6,8,2,37.74,3,20
4,5,8,6,8,2,37.75,2,22
4,5,8,6,8,2,37.75,1,19
4,5,8,6,8,2,37.74,12,21
4,5,8,6,8,2,37.74,11,19
4,5,8,6,8,2,37.75,10,15
4,5,8,6,8,2,37.75,9,15
4,5,8,6,8,2,37.74,8,14
4,5,8,6,8,2,37.75,7,15
4,5,8,6,8,2,37.74,6,15
4,5,8,6,8,2,37.74,5,11
4,5,8,6,8,2,37.74,4,11
4,5,8,6,8,2,37.74,3,11
4,5,8,6,8,2,37.74,2,11
4,5,8,6,8,2,37.9,1,10
4,5,8,6,8,2,37.9,12,13.1
4,5,8,6,8,2,37.89,11,13.1
4,5,8,6,8,2,37.9,10,14.4
4,5,8,6,8,2,37.89,9,14.4
4,5,8,6,8,2,37.89,8,15.1
4,5,8,6,8,2,37.9,7,15.1
4,5,8,6,8,2,37.89,6,15.1
4,5,8,6,8,2,37.89,5,14.5
4,5,8,6,8,2,37.89,4,14.5
4,5,8,6,8,2,37.88,3,13
4,5,8,6,8,2,37.89,2,13
4,5,8,6,8,2,37.88,1,13
4,5,8,6,8,2,37.89,12,20
4,5,8,6,8,2,37.89,11,18.9
4,5,8,6,8,2,37.88,10,15.4
4,5,8,6,8,2,37.89,9,14.3
4,5,8,6,8,2,37.9,8,14.3
4,5,8,6,8,2,37.9,7,13.3
4,5,8,6,8,2,37.9,6,14
4,5,8,6,8,2,37.9,5,10
4,5,8,6,8,2,37.9,4,9
4,5,8,6,8,2,37.89,3,9
4,5,8,6,8,2,37.9,2,9
4,5,8,6,8,2,37.9,1,9
4,5,8,6,8,2,37.9,12,17.4
4,5,8,6,8,2,37.89,11,17.4
4,5,8,6,8,2,37.89,10,17.4
4,5,8,6,8,2,37.89,9,17.4
4,5,8,6,8,2,37.89,8,17.4
4,5,8,6,8,2,37.89,7,18.9
4,5,8,6,8,2,37.89,6,18.9
4,5,8,6,8,2,37.9,5,18.9
4,5,8,6,8,2,37.89,4,18.9
4,5,8,6,8,2,37.89,3,19
4,5,8,6,8,2,37.89,2,19
4,5,8,6,8,2,37.89,1,19
5,6,9,5,9,1,37.89,7,23
5,6,9,5,9,1,37.88,6,23
5,6,9,5,9,1,37.88,5,22.4
5,6,9,5,9,1,37.88,4,22.4
5,6,9,5,9,1,37.88,3,22.4
5,6,9,5,9,1,37.88,2,22.4
5,6,9,5,9,1,37.88,1,22.2
5,6,9,5,9,1,37.88,12,21
5,6,9,5,9,1,37.88,11,21
5,6,9,5,9,1,37.88,10,22
5,6,9,5,9,1,37.88,9,23.1
5,6,9,5,9,1,37.88,8,22
5,6,9,5,9,1,37.88,7,21
5,6,9,5,9,1,37.88,6,23.5
5,6,9,5,9,1,37.88,5,22.6
5,6,9,5,9,1,37.87,4,23
5,6,9,5,9,1,37.86,3,23
5,6,9,5,9,1,37.85,2,23
5,6,9,5,9,1,37.88,1,23
5,6,9,5,9,1,37.87,12,23
5,6,9,5,9,1,37.88,11,23
5,6,9,5,9,1,37.87,10,25
5,6,9,5,9,1,37.87,9,25
5,6,9,5,9,1,37.87,8,25
5,6,9,5,9,1,37.87,7,24
5,6,9,5,9,1,37.88,6,23
5,6,9,5,9,1,37.87,5,24
5,6,9,5,9,1,37.87,4,23
5,6,9,5,9,1,37.88,3,22
5,6,9,5,9,1,37.87,2,21
5,6,9,5,9,1,37.88,1,20
5,6,9,5,9,1,37.88,12,21.3
5,6,9,5,9,1,37.88,11,21
5,6,9,5,9,1,37.88,10,22
5,6,9,5,9,1,37.87,9,21
5,6,9,5,9,1,37.87,8,20
5,6,9,5,9,1,37.87,7,21.7
5,6,9,5,9,1,37.87,6,23.2
5,6,9,5,9,1,37.87,5,22.1
5,6,9,5,9,1,37.87,4,22.4
5,6,9,5,9,1,37.87,3,22.4
5,6,9,5,9,1,37.87,2,22.4
5,6,9,5,9,1,37.87,1,22.4
